Número,Fecha de entrega,Fecha de cierre,Prioridad,Estado,Título,Cerrado por,Nombre de Aplicación,Categoría del sitio,Bdo Tipo de Solicitud,Tipo solici,Tipo de Solicitud
"RF793870","18/11/25 13:51:29","21/11/25 09:11:19","4 - Baja","Cerrado","DESBLOQUEO APLICACION SARC","MRODRIGUEZPE","SERIVA","B","","",""
"RF794504","19/11/25 14:48:10","21/11/25 21:32:32","4 - Baja","Cerrado","SOLICITUD DESBLOQUEO Y NUEVA CONTRASEÑA DERECHO","MRODRIGUEZPE","SWIFT DERECHO","A","","",""
"RF794614","19/11/25 16:10:16","21/11/25 13:44:30","4 - Baja","Cerrado","DESBLOQUEO DE USUARIO Y REINICIO CONTRASEÑA SWIFT OCCI96607","MRODRIGUEZPE","SWIFT DERECHO","A","","",""
"RF794886","20/11/25 09:48:47","21/11/25 21:27:05","4 - Baja","Cerrado","POR FAVOR DESBLOQUEAR USUARIO Y O CREAR CONTRASENA","MRODRIGUEZPE","SWIFT DERECHO","A","","",""
"RF795067","20/11/25 13:14:48","27/11/25 11:01:00","4 - Baja","Cerrado","CREACIÓN USUARIO ALFYN CARLOS NAVIA","MRODRIGUEZPE","ALFYN","A","","",""
"RF795260","20/11/25 17:24:15","21/11/25 14:00:01","4 - Baja","Cerrado","DESBLOQUEAR USUARIO SWIFT","MRODRIGUEZPE","SWIFT DERECHO","A","","",""
"RF795620","21/11/25 14:39:40","24/11/25 14:46:34","4 - Baja","Cerrado","gcia operaciones- Desbloqueo asignacion clave swift derecha","MRODRIGUEZPE","SWIFT DERECHO","A","","",""
"RF796031","24/11/25 10:46:45","28/11/25 15:50:29","4 - Baja","Cerrado","CREACION USUARIO SWIFT","MRODRIGUEZPE","SWIFT DERECHO","B","","",""
"RF796059","24/11/25 11:15:44","28/11/25 15:32:14","4 - Baja","Cerrado","CREACION USUARIO SWIFT DERECHO","MRODRIGUEZPE","SWIFT DERECHO","A","","",""
"RF796399","25/11/25 08:02:12","04/12/25 15:22:34","4 - Baja","Cerrado","Creación de usuario Iron Mountain","MRODRIGUEZPE","IRON MOUNTAIN (Documenta Web)","B","","",""
"RF796441","25/11/25 08:56:04","11/12/25 17:16:54","4 - Baja","Cerrado","IRON MOUNTAIN CREACION","MRODRIGUEZPE","IRON MOUNTAIN (Documenta Web)","B","","",""
"RF796782","25/11/25 14:30:20","11/12/25 17:17:31","4 - Baja","Cerrado","Solicitud Creación de usuario IRON","MRODRIGUEZPE","IRON MOUNTAIN (Documenta Web)","A","","",""
"RF796835","25/11/25 15:12:45","11/12/25 17:17:53","4 - Baja","Cerrado","Solicitud creación de usuario IRON","MRODRIGUEZPE","IRON MOUNTAIN (Documenta Web)","A","","",""
"RF797455","26/11/25 14:47:26","01/12/25 12:51:26","4 - Baja","Cerrado","RECUPERAR LA CONTRASEÑA EN SWIFT","MRODRIGUEZPE","SWIFT DERECHO","A","","",""
"RF797816","27/11/25 10:33:27","11/12/25 20:39:58","4 - Baja","Cerrado","Creación de usuario de alfyn de riesgo","MRODRIGUEZPE","ALFYN","A","","",""
"RF799487","02/12/25 09:28:53","02/12/25 13:54:20","4 - Baja","Cerrado","DESBLOQUEO USUARIO SERIVA","MRODRIGUEZPE","SERIVA","A","","",""
"RF799849","02/12/25 15:58:06","11/12/25 17:18:30","4 - Baja","Cerrado","usuario Iron Mountain Yuliana Mateus","MRODRIGUEZPE","IRON MOUNTAIN (Documenta Web)","A","","",""
"RF800191","03/12/25 10:47:33","11/12/25 18:05:36","4 - Baja","Cerrado","desbloqueo de usuario Bank Trade","MRODRIGUEZPE","SERIVA","B","","",""
"RF800202","03/12/25 10:56:05","11/12/25 18:11:10","4 - Baja","Cerrado","Desbloqueo de Usuario","MRODRIGUEZPE","SERIVA","B","","",""
"RF800263","03/12/25 11:51:17","11/12/25 21:10:24","4 - Baja","Cerrado","CREACION USUARIO AlFIN","MRODRIGUEZPE","ALFYN","A","","",""
"RF800272","03/12/25 12:02:52","02/01/26 10:21:44","4 - Baja","Cerrado","CREACION DE USUARIO CRCC","MRODRIGUEZPE","CRCC","A","","",""
"RF800274","03/12/25 12:08:07","17/12/25 16:29:25","4 - Baja","Cerrado","CREACION DE USUARIO SERIVA DIVISAS","MRODRIGUEZPE","SERIVA","A","","",""
"RF800298","03/12/25 12:49:15","12/12/25 18:21:39","4 - Baja","Cerrado","CRAEACION DE USUARIO DECEVAL","MRODRIGUEZPE","DECEVAL","A","","",""
"RF802365","09/12/25 18:09:11","12/12/25 18:24:22","4 - Baja","Cerrado","CREACION USUARIO IRON","MRODRIGUEZPE","IRON MOUNTAIN (Documenta Web)","C","","",""
"RF802473","10/12/25 08:56:12","12/12/25 18:25:37","4 - Baja","Cerrado","IRON MOUNTAIN / CREACION","MRODRIGUEZPE","IRON MOUNTAIN (Documenta Web)","B","","",""
"RF802797","10/12/25 14:11:13","29/12/25 14:15:35","4 - Baja","Cerrado","SOLICITUD CREACION USUARIO SERIVA","MRODRIGUEZPE","SERIVA RENTA FIJA","A","","",""
"RF802799","10/12/25 14:12:18","29/12/25 14:22:21","4 - Baja","Cerrado","SOLICITUD CREACION USUARIO SERIVA RENTA FIJA","MRODRIGUEZPE","SERIVA RENTA FIJA","A","","",""
"RF803145","11/12/25 08:41:14","12/12/25 18:25:07","4 - Baja","Cerrado","IRON MOUNTAIN / Tipo de Novedad (Creación, modificación, eliminación)","MRODRIGUEZPE","IRON MOUNTAIN (Documenta Web)","B","","",""
"RF803871","12/12/25 12:31:25","19/12/25 09:34:47","4 - Baja","Cerrado","DESBLOQUEO USUARIO SERIVA SPERAFAN","MRODRIGUEZPE","SERIVA","A","","",""
"RF804827","16/12/25 09:55:32","29/12/25 14:32:25","4 - Baja","Cerrado","SOLICITUD ACTIVACION USUARIO CLEARSTREAM","MRODRIGUEZPE","CLEARSTREAM","A","","",""
"RF804834","16/12/25 10:00:59","26/12/25 08:51:38","4 - Baja","Cerrado","SOLICITUD DESBLOQUEO Y ASIGNACION NUEVA CLAVE SWIFT","MRODRIGUEZPE","SWIFT DERECHO","A","","",""
"RF805060","16/12/25 14:32:52","23/12/25 23:18:01","4 - Baja","Cerrado","Creacion usuario iron mountain","MRODRIGUEZPE","IRON MOUNTAIN (Documenta Web)","D","","",""
"RF805341","17/12/25 09:29:28","23/12/25 23:19:04","4 - Baja","Cerrado","IRON MOUNTAIN/CREACION","MRODRIGUEZPE","IRON MOUNTAIN (Documenta Web)","B","","",""
"RF806589","19/12/25 11:59:55","23/12/25 23:19:37","4 - Baja","Cerrado","CREACION IRON MOUNTAIN","MRODRIGUEZPE","IRON MOUNTAIN (Documenta Web)","B","","",""
"RF807267","22/12/25 15:02:18","23/12/25 23:20:04","4 - Baja","Cerrado","CREACION USUARIO IRON","MRODRIGUEZPE","IRON MOUNTAIN (Documenta Web)","C","","",""
"RF807474","23/12/25 09:26:54","29/12/25 14:34:46","4 - Baja","Cerrado","DESBLOQUEO SERIVA","MRODRIGUEZPE","SERIVA","A","","",""
"RF807586","23/12/25 11:05:09","23/12/25 18:23:38","4 - Baja","Cerrado","DESBLOQUEO Y CREACION DE TOKEN DIGITAL","MRODRIGUEZPE","SWIFT DERECHO","A","","",""
"RF807927","24/12/25 09:40:37","29/12/25 14:35:59","4 - Baja","Cerrado","DESBLOQUEO CLAVE SERIVA POR VACACIONES","MRODRIGUEZPE","SERIVA","A","","",""
"RF808876","29/12/25 12:08:39","06/01/26 20:05:31","4 - Baja","Cerrado","Por favor creación de usuario  Alfyn","MRODRIGUEZPE","ALFYN","A","","",""
"RF808994","29/12/25 15:29:05","06/01/26 20:12:03","4 - Baja","Cerrado","SOLICITUD CAMBIO DE PERFIL RENTA FIJA","MRODRIGUEZPE","SERIVA","A","","",""
"RF809000","29/12/25 15:33:18","06/01/26 20:24:13","4 - Baja","Cerrado","CREACION DE USUARIO SERIVA","MRODRIGUEZPE","SERIVA","A","","",""
